"Row.names" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "#contig_id" "product_name" "kegg_entry" "kegg_definition" "kegg_module" "kegg_module_desc" "kegg_pathway" "kegg_pathway_desc" "pfam_access" "pfam_product_name" "pfam_desc" "tigrfam_access" "tigrfam_name" "tigrfam_product_name" "tigrfam_desc" "cog_access" "cog_name" "cog_function" "cog_category" "kog_access" "kog_name" "kog_function" "kog_category" "ublastp" "ublastp_desc" "tax_kingdom" "tax_phylum" "tax_class" "tax_order" "tax_family" "tax_genus" "tax_specie"
"1291" "gene-VARPA_RS06650" 12767.4002888092 -4.45135667582821 1.25612367621582 -3.54372484183907 0.000394516753930628 0.0270064650645239 "NC_014931.1" "paaG" "K15866" "2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase" "M00878" "Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA" "ko00360==ko01100==ko01120" "Phenylalanine metabolism==Metabolic pathways==Microbial metabolism in diverse environments" "PF00378.19" "ECH_1" "-" "NULL" "NULL" "NULL" "NULL" "COG1024" "CaiD" "Enoyl-CoA hydratase/carnithine racemase" "Lipid metabolism" "KOG1680" "KOG1680" "Enoyl-CoA hydratase" "Lipid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1292" "gene-VARPA_RS06655" 2343.27641977937 -4.29148316359272 1.09494796835778 -3.91934894406822 8.87884883441951e-05 0.00906545514890562 "NC_014931.1" "paaY" "K02617" "phenylacetic acid degradation protein" "NULL" "NULL" "NULL" "NULL" "PF00132.23" "Hexapep" "-" "NULL" "NULL" "NULL" "NULL" "COG0663" "PaaY" "Carbonic anhydrases/acetyltransferases, isoleucine patch superfamily" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1293" "gene-VARPA_RS06660" 3418.65523237669 -3.56019631861955 0.812657115386196 -4.38093293126173 1.18172244534231e-05 0.00244377049205459 "NC_014931.1" "NULL" "NULL" "regulatory protein TetR" "NULL" "NULL" "NULL" "NULL" "PF00440.22" "TetR_N" "-" "NULL" "NULL" "NULL" "NULL" "COG1309" "AcrR" "Transcriptional regulator" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1294" "gene-VARPA_RS06665" 1363.06472217023 -2.70860716655624 0.531835082719956 -5.0929456415392 3.52542801011539e-07 0.000194180790679421 "NC_014931.1" "K07124" "K07124" "uncharacterized protein" "NULL" "NULL" "NULL" "NULL" "PF00106.24" "adh_short" "-" "NULL" "NULL" "NULL" "NULL" "COG0300" "DltE" "Short-chain dehydrogenases of various substrate specificities" "General function prediction only" "KOG1014" "KOG1014" "17 beta-hydroxysteroid dehydrogenase type 3, HSD17B3" "Lipid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1296" "gene-VARPA_RS06675" 10478.6970787806 0.41991017647641 0.124379964622482 3.37602746351408 0.000735405780399222 0.0410193001956011 "NC_014931.1" "yfbK" "K07114" "Ca-activated chloride channel homolog" "NULL" "NULL" "NULL" "NULL" "PF00092.27" "VWA" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1330" "gene-VARPA_RS06850" 19425.6658315158 0.36274089286558 0.101570236160459 3.57133060410066 0.000355172230908131 0.0257412716187607 "NC_014931.1" "NULL" "NULL" "HNH endonuclease" "NULL" "NULL" "NULL" "NULL" "PF01844.22" "HNH" "-" "NULL" "NULL" "NULL" "NULL" "COG1403" "McrA" "Restriction endonuclease" "Defense mechanisms" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1341" "gene-VARPA_RS06905" 7450.64684333066 -1.05545053418125 0.318584680461863 -3.31293561464137 0.000923222305467141 0.0480955943231528 "NC_014931.1" "RP-L33, MRPL33, rpmG" "K02913" "large subunit ribosomal protein L33" "NULL" "NULL" "ko03010" "Ribosome" "PF00471.19" "Ribosomal_L33" "-" "NULL" "NULL" "NULL" "NULL" "COG0267" "RpmG" "Ribosomal protein L33" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1562" "gene-VARPA_RS08080" 3108.44773637613 0.715822965080867 0.172491869840035 4.14989393844883 3.32629364878567e-05 0.0046403892042962 "NC_014931.1" "NULL" "NULL" "YCII-related protein" "NULL" "NULL" "NULL" "NULL" "PF03795.13" "YCII" "-" "NULL" "NULL" "NULL" "NULL" "COG3795" "COG3795" "Uncharacterized protein conserved in bacteria" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1563" "gene-VARPA_RS08085" 3616.65906038963 0.721980201399943 0.151138566913173 4.77694222027864 1.77980887100573e-06 0.000600232265329744 "NC_014931.1" "NULL" "NULL" "YCII-related protein" "NULL" "NULL" "NULL" "NULL" "PF03795.13" "YCII" "-" "NULL" "NULL" "NULL" "NULL" "COG3795" "COG3795" "Uncharacterized protein conserved in bacteria" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1618" "gene-VARPA_RS08365" 680.852127721655 2.08570427742297 0.466754954835252 4.4685209140611 7.87623130084861e-06 0.001824862206012 "NC_014931.1" "NULL" "NULL" "short-chain dehydrogenase/reductase SDR" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1682" "gene-VARPA_RS08700" 806.255208476774 0.417622587036778 0.125750458188419 3.32104226937313 0.000896819539117307 0.0476116467506355 "NC_014931.1" "afuB, fbpB" "K02011" "iron(III) transport system permease protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF00528.21" "BPD_transp_1" "-" "NULL" "NULL" "NULL" "NULL" "COG1178" "ThiP" "ABC-type Fe3+ transport system, permease component" "Inorganic ion transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1922" "gene-VARPA_RS09940" 834.856196377946 0.854582395722817 0.242787615341455 3.51987639287505 0.000431747956388251 0.0290347859272309 "NC_014931.1" "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1923" "gene-VARPA_RS09945" 351.193135767603 0.99877858603308 0.259880576006131 3.8432213803063 0.000121429840401769 0.0116042845232476 "NC_014931.1" "NULL" "NULL" "YqaJ viral recombinase family" "NULL" "NULL" "NULL" "NULL" "PF09588.9" "YqaJ" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1930" "gene-VARPA_RS09985" 237.721262060142 0.688690925201268 0.196955810629562 3.49667736635894 0.000471091208298548 0.030846233030331 "NC_014931.1" "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1935" "gene-VARPA_RS10025" 188.919213804232 0.726059032834185 0.209971624968589 3.45789119335911 0.00054442121167379 0.0327959337912291 "NC_014931.1" "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2031" "gene-VARPA_RS10550" 6226.2483088026 -0.864969627360491 0.254501364773883 -3.39868365000317 0.000677109864201974 0.0388467602090732 "NC_014931.1" "ACSL, fadD" "K01897" "long-chain acyl-CoA synthetase" "M00086" "beta-Oxidation, acyl-CoA synthesis" "ko00061==ko00071==ko01100==ko01212==ko02024==ko03320==ko04146==ko04216==ko04714==ko04920" "Fatty acid biosynthesis==Fatty acid degradation==Metabolic pathways==Fatty acid metabolism==Quorum sensing==PPAR signaling pathway==Peroxisome==Ferroptosis==Thermogenesis==Adipocytokine signaling pathway" "PF00501.27" "AMP-binding" "-" "NULL" "NULL" "NULL" "NULL" "COG1022" "FAA1" "Long-chain acyl-CoA synthetases (AMP-forming)" "Lipid metabolism" "KOG1256" "KOG1256" "Long-chain acyl-CoA synthetases (AMP-forming)" "Lipid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2191" "gene-VARPA_RS11385" 10387.9548378755 -1.37993975633652 0.420330251024279 -3.28298939458634 0.00102712529730492 0.049898409604555 "NC_014931.1" "frcC" "K10553" "fructose transport system permease protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF02653.15" "BPD_transp_2" "-" "NULL" "NULL" "NULL" "NULL" "COG1172" "AraH" "Ribose/xylose/arabinose/galactoside ABC-type transport systems, permease components" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2192" "gene-VARPA_RS11390" 11702.1408963401 -1.26555982007204 0.365318056386874 -3.46426845852865 0.000531675624612827 0.0323516561885623 "NC_014931.1" "frcA" "K10554" "fructose transport system ATP-binding protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF00005.26" "ABC_tran" "-" "NULL" "NULL" "NULL" "NULL" "COG1129" "MglA" "ABC-type sugar transport system, ATPase component" "Carbohydrate transport and metabolism" "KOG0055" "KOG0055" "Multidrug/pheromone exporter, ABC superfamily" "Secondary metabolites biosynthesis, transport and catabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2193" "gene-VARPA_RS11395" 8079.354604941 -1.17869309146067 0.353205182418406 -3.33713419319085 0.00084647067767273 0.0467810950669773 "NC_014931.1" "NULL" "NULL" "ROK family protein" "NULL" "NULL" "NULL" "NULL" "PF00480.19" "ROK" "-" "NULL" "NULL" "NULL" "NULL" "COG1940" "NagC" "Transcriptional regulator/sugar kinase" "Transcription / Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2212" "gene-VARPA_RS11490" 1261.93096954161 0.452002392327553 0.12668267638885 3.56798897222648 0.000359731640596756 0.0257412716187607 "NC_014931.1" "K02483" "K02483" "two-component system, OmpR family, response regulator" "NULL" "NULL" "NULL" "NULL" "PF00072.23" "Response_reg" "-" "NULL" "NULL" "NULL" "NULL" "COG0745" "OmpR" "Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain" "Signal transduction mechanisms / Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2732" "gene-VARPA_RS14250" 4325.11296164864 -1.26825498646063 0.275694214864201 -4.60022342900932 4.220380211873e-06 0.00121064620934871 "NC_014931.1" "typA, bipA" "K06207" "GTP-binding protein" "NULL" "NULL" "NULL" "NULL" "PF00679.23" "EFG_C" "-" "NULL" "NULL" "NULL" "NULL" "COG1217" "TypA" "Predicted membrane GTPase involved in stress response" "Signal transduction mechanisms" "KOG0462" "KOG0462" "Elongation factor-type GTP-binding protein" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2733" "gene-VARPA_RS14255" 540.305486718468 -0.768977990334846 0.203280041344567 -3.78285042273974 0.000155042592816822 0.0137349496930667 "NC_014931.1" "NULL" "NULL" "protein of unknown function DUF6 transmembrane" "NULL" "NULL" "NULL" "NULL" "PF00892.19" "EamA" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3018" "gene-VARPA_RS15715" 646.819513188322 0.385890030347979 0.116894556489897 3.30118049920769 0.000962789214662084 0.048738169992642 "NC_014931.1" "NULL" "NULL" "major facilitator superfamily MFS_1" "NULL" "NULL" "NULL" "NULL" "PF07690.15" "MFS_1" "-" "NULL" "NULL" "NULL" "NULL" "COG2814" "AraJ" "Arabinose efflux permease" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3090" "gene-VARPA_RS16085" 1190.30291474273 -0.34869290690969 0.104959464629411 -3.32216735423384 0.000893211033763606 0.0476116467506355 "NC_014931.1" "hipB" "K15773" "HTH-type transcriptional regulator / antitoxin HipB" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3121" "gene-VARPA_RS16240" 3192.27247960194 0.248043624466682 0.0674222638997755 3.67895721857403 0.000234189544582294 0.0198698284023062 "NC_014931.1" "NULL" "NULL" "glutathione-dependent formaldehyde-activating GFA" "NULL" "NULL" "NULL" "NULL" "PF04828.13" "GFA" "-" "NULL" "NULL" "NULL" "NULL" "COG3791" "COG3791" "Uncharacterized conserved protein" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3347" "gene-VARPA_RS17425" 177.923725838705 -0.827081647418014 0.230494973726303 -3.58828495930726 0.000332860372640622 0.0246754147242717 "NC_014931.1" "NULL" "NULL" "Acyl-CoA dehydrogenase type 2 domain" "NULL" "NULL" "NULL" "NULL" "PF08028.10" "Acyl-CoA_dh_2" "-" "NULL" "NULL" "NULL" "NULL" "COG1960" "CaiA" "Acyl-CoA dehydrogenases" "Lipid metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3620" "gene-VARPA_RS18845" 967.364030357388 1.06891898950137 0.288977058568714 3.6989752570521 0.000216471700488701 0.0186289360534848 "NC_014931.1" "TC.CPA1" "K03316" "monovalent cation:H+ antiporter, CPA1 family" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3645" "gene-VARPA_RS18975" 790.51150918388 0.683866601436133 0.190392993197774 3.59186853439377 0.000328315472785805 0.0246754147242717 "NC_014931.1" "livK" "K01999" "branched-chain amino acid transport system substrate-binding protein" "NULL" "NULL" "ko02010==ko02024" "ABC transporters==Quorum sensing" "PF13433.5" "Peripla_BP_5" "-" "NULL" "NULL" "NULL" "NULL" "COG0683" "LivK" "ABC-type branched-chain amino acid transport systems, periplasmic component" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3650" "gene-VARPA_RS19000" 868.991805554249 0.491557513718409 0.145084864799215 3.38806886851143 0.000703865886545121 0.0396269915939047 "NC_014931.1" "NULL" "NULL" "Choline dehydrogenase" "NULL" "NULL" "NULL" "NULL" "PF05199.12" "GMC_oxred_C" "-" "NULL" "NULL" "NULL" "NULL" "COG2303" "BetA" "Choline dehydrogenase and related flavoproteins" "Amino acid transport and metabolism" "KOG1238" "KOG1238" "Glucose dehydrogenase/choline dehydrogenase/mandelonitrile lyase (GMC oxidoreductase family)" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3651" "gene-VARPA_RS19005" 686.010656874725 0.374171503702655 0.112711129193921 3.31973875498035 0.000901017219384537 0.0476116467506355 "NC_014931.1" "feaB" "K00146" "phenylacetaldehyde dehydrogenase" "NULL" "NULL" "ko00360==ko00643==ko01100==ko01120" "Phenylalanine metabolism==Styrene degradation==Metabolic pathways==Microbial metabolism in diverse environments" "PF00171.21" "Aldedh" "-" "NULL" "NULL" "NULL" "NULL" "COG1012" "PutA" "NAD-dependent aldehyde dehydrogenases" "Energy production and conversion" "KOG2450" "KOG2450" "Aldehyde dehydrogenase" "Energy production and conversion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3656" "gene-VARPA_RS19030" 691.309803805263 0.474062957761893 0.142578760603632 3.3249198951854 0.000884439423039405 0.0476116467506355 "NC_014931.1" "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF03401.13" "TctC" "-" "NULL" "NULL" "NULL" "NULL" "COG3181" "COG3181" "Uncharacterized protein conserved in bacteria" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3700" "gene-VARPA_RS19260" 531.95031143996 -1.59779134034059 0.459172310147353 -3.47972058643485 0.000501936971746036 0.0321666842318949 "NC_014931.1" "citE" "K01644" "citrate lyase subunit beta / citryl-CoA lyase" "NULL" "NULL" "ko02020" "Two-component system" "PF03328.13" "HpcH_HpaI" "-" "NULL" "NULL" "NULL" "NULL" "COG2301" "CitE" "Citrate lyase beta subunit" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3931" "gene-VARPA_RS20515" 1593.92600978905 0.337808712751942 0.102067811062753 3.30964982235439 0.000934127578985537 0.0480955943231528 "NC_014931.1" "NULL" "NULL" "MOSC domain containing protein" "NULL" "NULL" "NULL" "NULL" "PF03473.16" "MOSC" "-" "NULL" "NULL" "NULL" "NULL" "COG2258" "COG2258" "Uncharacterized protein conserved in bacteria" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3947" "gene-VARPA_RS20600" 2643.50428187662 0.500178959918126 0.119668304985478 4.1797112441663 2.91879477493352e-05 0.00439570493104989 "NC_014931.1" "NULL" "NULL" "transcriptional regulator, PadR-like family" "NULL" "NULL" "NULL" "NULL" "PF03551.13" "PadR" "-" "NULL" "NULL" "NULL" "NULL" "COG1695" "COG1695" "Predicted transcriptional regulators" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4113" "gene-VARPA_RS21450" 4642.81037290195 0.628074039534842 0.181147694707001 3.46719311306018 0.000525923902684444 0.0323282203037867 "NC_014931.1" "ogt, MGMT" "K00567" "methylated-DNA-[protein]-cysteine S-methyltransferase" "NULL" "NULL" "NULL" "NULL" "PF01035.19" "DNA_binding_1" "-" "NULL" "NULL" "NULL" "NULL" "COG0350" "Ada" "Methylated DNA-protein cysteine methyltransferase" "DNA replication, recombination, and repair" "KOG4062" "KOG4062" "6-O-methylguanine-DNA methyltransferase MGMT/MGT1, involved in DNA repair" "Replication, recombination and repair" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4114" "gene-VARPA_RS21455" 3453.37554933653 0.718808748009276 0.166868210051641 4.30764342583183 1.65003101082047e-05 0.00301205660884319 "NC_014931.1" "NULL" "NULL" "protein of unknown function DUF6 transmembrane" "NULL" "NULL" "NULL" "NULL" "PF00892.19" "EamA" "-" "NULL" "NULL" "NULL" "NULL" "COG0697" "RhaT" "Permeases of the drug/metabolite transporter (DMT) superfamily" "Carbohydrate transport and metabolism / Amino acid transport and metabolism / General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4223" "gene-VARPA_RS22075" 1227.59355271765 -1.50960671301948 0.382773933202955 -3.94385976178544 8.01805575618422e-05 0.00847381892548311 "NC_014931.1" "betA, CHDH" "K00108" "choline dehydrogenase" "M00555" "Betaine biosynthesis, choline => betaine" "ko00260==ko01100" "Glycine, serine and threonine metabolism==Metabolic pathways" "PF05199.12" "GMC_oxred_C" "-" "NULL" "NULL" "NULL" "NULL" "COG2303" "BetA" "Choline dehydrogenase and related flavoproteins" "Amino acid transport and metabolism" "KOG1238" "KOG1238" "Glucose dehydrogenase/choline dehydrogenase/mandelonitrile lyase (GMC oxidoreductase family)" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4308" "gene-VARPA_RS22500" 2844.3479798775 -1.3839901092616 0.421116100893092 -3.28648110657955 0.00101447579052602 0.049898409604555 "NC_014931.1" "nupC" "K23536" "general nucleoside transport system permease protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF02653.15" "BPD_transp_2" "-" "NULL" "NULL" "NULL" "NULL" "COG1079" "COG1079" "Uncharacterized ABC-type transport system, permease component" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4309" "gene-VARPA_RS22505" 4069.62529011873 -1.5579599422111 0.438495453360035 -3.55296715227718 0.000380912025326439 0.0263748740294997 "NC_014931.1" "nupB" "K23535" "general nucleoside transport system permease protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF02653.15" "BPD_transp_2" "-" "NULL" "NULL" "NULL" "NULL" "COG4603" "COG4603" "ABC-type uncharacterized transport system, permease component" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4310" "gene-VARPA_RS22510" 10758.3871334653 -1.95784986076537 0.475662610823525 -4.11604741725591 3.85425045416458e-05 0.00494000100763562 "NC_014931.1" "nupA" "K23537" "general nucleoside transport system ATP-binding protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF00005.26" "ABC_tran" "-" "NULL" "NULL" "NULL" "NULL" "COG3845" "COG3845" "ABC-type uncharacterized transport systems, ATPase components" "General function prediction only" "KOG0059" "KOG0059" "Lipid exporter ABCA1 and related proteins, ABC superfamily" "Lipid transport and metabolism, General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4311" "gene-VARPA_RS22515" 32261.5472211407 -4.34777925302918 0.920591151496736 -4.72281234287379 2.32605461039974e-06 0.000737481735423582 "NC_014931.1" "pbuG" "K06901" "putative MFS transporter, AGZA family, xanthine/uracil permease" "NULL" "NULL" "NULL" "NULL" "PF00860.19" "Xan_ur_permease" "-" "NULL" "NULL" "NULL" "NULL" "COG2252" "COG2252" "Xanthine/uracil/vitamin C permease" "Nucleotide transport and    metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4312" "gene-VARPA_RS22520" 14008.1597496952 -3.4165675225795 0.715451904581678 -4.77539789984508 1.79352270516856e-06 0.000600232265329744 "NC_014931.1" "NULL" "NULL" "transcriptional regulator, LysR family" "NULL" "NULL" "NULL" "NULL" "PF00126.26" "HTH_1" "-" "NULL" "NULL" "NULL" "NULL" "COG0583" "LysR" "Transcriptional regulator" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4313" "gene-VARPA_RS22525" 39854.2354375975 -3.47319728578333 0.952384137843599 -3.64684495233971 0.00026548000436823 0.0213233539508562 "NC_014931.1" "xdhB" "K13482" "xanthine dehydrogenase large subunit" "M00546" "Purine degradation, xanthine => urea" "ko00230==ko01100==ko01120" "Purine metabolism==Metabolic pathways==Microbial metabolism in diverse environments" "PF01315.21" "Ald_Xan_dh_C" "-" "NULL" "NULL" "NULL" "NULL" "COG4631" "XdhB" "Xanthine dehydrogenase, molybdopterin-binding subunit B" "Nucleotide transport and metabolism" "KOG0430" "KOG0430" "Xanthine dehydrogenase" "Nucleotide transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4417" "gene-VARPA_RS23070" 4346.65248937674 0.762227752248442 0.195512287418168 3.89861814985656 9.67431941090803e-05 0.00971301668855166 "NC_014931.1" "NULL" "NULL" "DsrE family protein" "NULL" "NULL" "NULL" "NULL" "PF02635.14" "DrsE" "-" "NULL" "NULL" "NULL" "NULL" "COG2044" "COG2044" "Predicted peroxiredoxins" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4672" "gene-VARPA_RS24380" 526.42854741761 0.404313382878059 0.122401832603199 3.30316445660383 0.000956003039022411 0.048738169992642 "NC_014931.1" "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF16155.4" "DUF4863" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4747" "gene-VARPA_RS24805" 21073.625765764 -1.38396270986363 0.420501991425072 -3.29121559014123 0.000997554307192176 0.0496633648473196 "NC_014931.1" "NULL" "NULL" "Peptidoglycan-binding lysin domain" "NULL" "NULL" "NULL" "NULL" "PF14336.5" "DUF4392" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4748" "gene-VARPA_RS24810" 408.082823743713 -0.938702514076837 0.261141280566121 -3.59461557376854 0.000324870909314559 0.0246754147242717 "NC_014931.1" "yscU, sctU, hrcU, ssaU" "K03229" "type III secretion protein U" "M00542==M00660" "EHEC/EPEC pathogenicity signature, T3SS and effectors==Xanthomonas spp. pathogenicity signature, T3SS and effectors" "ko03070" "Bacterial secretion system" "PF01312.18" "Bac_export_2" "-" "NULL" "NULL" "NULL" "NULL" "COG1377" "FlhB" "Flagellar biosynthesis pathway, component FlhB" "Cell motility and secretion / Intracellular trafficking and secretion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
