"Row.names" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "#contig_id" "product_name" "kegg_entry" "kegg_definition" "kegg_module" "kegg_module_desc" "kegg_pathway" "kegg_pathway_desc" "pfam_access" "pfam_product_name" "pfam_desc" "tigrfam_access" "tigrfam_name" "tigrfam_product_name" "tigrfam_desc" "cog_access" "cog_name" "cog_function" "cog_category" "kog_access" "kog_name" "kog_function" "kog_category" "ublastp" "ublastp_desc" "tax_kingdom" "tax_phylum" "tax_class" "tax_order" "tax_family" "tax_genus" "tax_specie"
"1722" "gene-VARPA_RS08900" 2340.93122505226 0.37402592236935 0.112902419826536 3.31282467589274 0.000923588569596418 0.045604078223351 "NC_014931.1" "lapB" "K19804" "lipopolysaccharide assembly protein B" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "COG2956" "COG2956" "Predicted N-acetylglucosaminyl transferase" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1723" "gene-VARPA_RS08905" 613.147634821267 0.480565268174304 0.14237096514225 3.37544433792486 0.000736965981839023 0.0405034544147835 "NC_014931.1" "lapA" "K08992" "lipopolysaccharide assembly protein A" "NULL" "NULL" "NULL" "NULL" "PF06305.10" "LapA_dom" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1902" "gene-VARPA_RS09805" 3182.53040483107 0.872768408892501 0.207485509800212 4.20640655693445 2.59463292130045e-05 0.0180956764615816 "NC_014931.1" "efp" "K02356" "elongation factor P" "NULL" "NULL" "NULL" "NULL" "PF01132.19" "EFP" "-" "NULL" "NULL" "NULL" "NULL" "COG0231" "Efp" "Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1912" "gene-VARPA_RS09865" 6445.94369910478 0.653906467081443 0.193881868831953 3.37270561203541 0.000744334886042223 0.0405034544147835 "NC_014931.1" "ppiD" "K03770" "peptidyl-prolyl cis-trans isomerase D" "NULL" "NULL" "NULL" "NULL" "PF00639.20" "Rotamase" "-" "NULL" "NULL" "NULL" "NULL" "COG0760" "SurA" "Parvulin-like peptidyl-prolyl isomerase" "Posttranslational modification, protein turnover, chaperones" "KOG3259" "KOG3259" "Peptidyl-prolyl cis-trans isomerase" "Posttranslational modification, protein turnover, chaperones" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1989" "gene-VARPA_RS10340" 1331.19537410255 1.4662585930221 0.375924256914141 3.90040963320169 9.6030066220609e-05 0.0184131703416775 "NC_014931.1" "fiu" "K16090" "catecholate siderophore receptor" "NULL" "NULL" "NULL" "NULL" "PF07715.14" "Plug" "-" "NULL" "NULL" "NULL" "NULL" "COG4774" "Fiu" "Outer membrane receptor for monomeric catechols" "Inorganic ion transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1992" "gene-VARPA_RS10355" 765.170126055031 2.06670464119634 0.542003275121339 3.81308515291473 0.000137242800489469 0.0189382813079496 "NC_014931.1" "NULL" "NULL" "Nickel transport complex, NikM subunit, transmembrane" "NULL" "NULL" "NULL" "NULL" "PF10670.8" "DUF4198" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1993" "gene-VARPA_RS10360" 296.927141886275 1.44002075637034 0.399305675609319 3.6063117664755 0.00031057996351788 0.0283474803065411 "NC_014931.1" "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF10029.8" "DUF2271" "-" "NULL" "NULL" "NULL" "NULL" "COG3656" "COG3656" "Predicted periplasmic protein" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2008" "gene-VARPA_RS10435" 6983.22283462437 1.21420658915855 0.370899536062442 3.27368052828768 0.0010615655622396 0.0492979286871063 "NC_014931.1" "priB" "K02686" "primosomal replication protein N" "NULL" "NULL" "ko03440" "Homologous recombination" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "COG2965" "PriB" "Primosomal replication protein N" "DNA replication, recombination, and repair" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2009" "gene-VARPA_RS10440" 7089.34198162204 1.35272671023777 0.382256411895325 3.53879403495315 0.000401959345038815 0.0331699054042989 "NC_014931.1" "RP-S18, MRPS18, rpsR" "K02963" "small subunit ribosomal protein S18" "NULL" "NULL" "ko03010" "Ribosome" "PF01084.19" "Ribosomal_S18" "-" "NULL" "NULL" "NULL" "NULL" "COG0238" "RpsR" "Ribosomal protein S18" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2021" "gene-VARPA_RS10500" 3944.15287612036 0.895052563368504 0.233115628512454 3.83952191056416 0.000123274128241158 0.0185645340032165 "NC_014931.1" "hom" "K00003" "homoserine dehydrogenase" "M00017==M00018" "Methionine biosynthesis, apartate => homoserine => methionine==Threonine biosynthesis, aspartate => homoserine => threonine" "ko00260==ko00270==ko00300==ko01100==ko01110==ko01120==ko01230" "Glycine, serine and threonine metabolism==Cysteine and methionine metabolism==Lysine biosynthesis==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments==Biosynthesis of amino acids" "PF01842.24" "ACT" "-" "NULL" "NULL" "NULL" "NULL" "COG0460" "ThrA" "Homoserine dehydrogenase" "Amino acid transport and metabolism" "KOG0455" "KOG0455" "Homoserine dehydrogenase" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2077" "gene-VARPA_RS10780" 4550.22339253221 0.528285934719441 0.153613375680002 3.43906207633855 0.000583733365038788 0.0379982019033845 "NC_014931.1" "fadA, fadI" "K00632" "acetyl-CoA acyltransferase" "M00087" "beta-Oxidation" "ko00071==ko00280==ko00281==ko00362==ko00592==ko00642==ko01100==ko01110==ko01120==ko01212" "Fatty acid degradation==Valine, leucine and isoleucine degradation==Geraniol degradation==Benzoate degradation==alpha-Linolenic acid metabolism==Ethylbenzene degradation==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments==Fatty acid metabolism" "PF02803.17" "Thiolase_C" "-" "NULL" "NULL" "NULL" "NULL" "COG0183" "PaaJ" "Acetyl-CoA acetyltransferase" "Lipid metabolism" "KOG1389" "KOG1389" "3-oxoacyl CoA thiolase" "Lipid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2079" "gene-VARPA_RS10790" 1870.43986831942 0.413804830459262 0.107607458684504 3.84550323479437 0.000120305277279793 0.0185645340032165 "NC_014931.1" "qnr, mcbG" "K18555" "fluoroquinolone resistance protein" "NULL" "NULL" "NULL" "NULL" "PF00805.21" "Pentapeptide" "-" "NULL" "NULL" "NULL" "NULL" "COG1357" "COG1357" "Pentapeptide repeats containing protein" "Function unknown" "KOG1665" "KOG1665" "AFH1-interacting protein FIP2, contains BTB/POZ domain and pentapeptide repeats" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2105" "gene-VARPA_RS10950" 8636.68870560338 0.391502902832029 0.109814412486293 3.56513224419332 0.000363672770860873 0.0316523992805231 "NC_014931.1" "dapA" "K01714" "4-hydroxy-tetrahydrodipicolinate synthase" "M00016==M00525==M00526==M00527" "Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine==Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine==Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine==Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine" "ko00261==ko00300==ko01100==ko01110==ko01120==ko01230" "Monobactam biosynthesis==Lysine biosynthesis==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments==Biosynthesis of amino acids" "PF00701.21" "DHDPS" "-" "NULL" "NULL" "NULL" "NULL" "COG0329" "DapA" "Dihydrodipicolinate synthase/N-acetylneuraminate lyase" "Amino acid transport and metabolism / Cell envelope biogenesis, outer membrane" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2280" "gene-VARPA_RS11860" 1960.92827152225 -1.36289077948601 0.411187917511214 -3.3145204940241 0.000918004502284379 0.045604078223351 "NC_014931.1" "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF04072.13" "LCM" "-" "NULL" "NULL" "NULL" "NULL" "COG3315" "COG3315" "O-Methyltransferase involved in polyketide biosynthesis" "Secondary metabolites biosynthesis, transport, and catabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2302" "gene-VARPA_RS11970" 18275.9229922148 0.939626802701998 0.278063665585125 3.37917865221533 0.000727027465807151 0.0405034544147835 "NC_014931.1" "NULL" "NULL" "acyl-CoA dehydrogenase domain-containing protein" "NULL" "NULL" "NULL" "NULL" "PF00441.23" "Acyl-CoA_dh_1" "-" "NULL" "NULL" "NULL" "NULL" "COG1960" "CaiA" "Acyl-CoA dehydrogenases" "Lipid metabolism" "KOG0140" "KOG0140" "Medium-chain acyl-CoA dehydrogenase" "Lipid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2304" "gene-VARPA_RS11980" 27798.2633813537 0.871944324145152 0.253174088764964 3.44405040973458 0.000573068844994703 0.0379982019033845 "NC_014931.1" "HIBADH, mmsB" "K00020" "3-hydroxyisobutyrate dehydrogenase" "NULL" "NULL" "ko00280==ko01100" "Valine, leucine and isoleucine degradation==Metabolic pathways" "PF14833.5" "NAD_binding_11" "-" "NULL" "NULL" "NULL" "NULL" "COG2084" "MmsB" "3-hydroxyisobutyrate dehydrogenase and related beta-hydroxyacid dehydrogenases" "Lipid metabolism" "KOG0409" "KOG0409" "Predicted dehydrogenase" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2307" "gene-VARPA_RS11995" 1221.50726363744 0.351595730672884 0.0986563603443333 3.5638425079309 0.000365465281735695 0.0316523992805231 "NC_014931.1" "gcvA" "K03566" "LysR family transcriptional regulator, glycine cleavage system transcriptional activator" "NULL" "NULL" "ko02026" "Biofilm formation - Escherichia coli" "PF00126.26" "HTH_1" "-" "NULL" "NULL" "NULL" "NULL" "COG0583" "LysR" "Transcriptional regulator" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2336" "gene-VARPA_RS12150" 2206.29914869831 0.482253360013325 0.135382031835554 3.56216665885994 0.000367806764547911 0.0316523992805231 "NC_014931.1" "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF11067.7" "DUF2868" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2406" "gene-VARPA_RS12515" 5622.87913635921 0.797378939084126 0.20361200073391 3.91616867478347 8.99673140787195e-05 0.0184131703416775 "NC_014931.1" "RP-L31, rpmE" "K02909" "large subunit ribosomal protein L31" "NULL" "NULL" "ko03010" "Ribosome" "PF01197.17" "Ribosomal_L31" "-" "NULL" "NULL" "NULL" "NULL" "COG0254" "RpmE" "Ribosomal protein L31" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2463" "gene-VARPA_RS12805" 4271.67268448111 0.81802686930406 0.210356206183203 3.88876983544581 0.000100753610255317 0.0184131703416775 "NC_014931.1" "leuA, IMS" "K01649" "2-isopropylmalate synthase" "M00432" "Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate" "ko00290==ko00620==ko01100==ko01110==ko01210==ko01230" "Valine, leucine and isoleucine biosynthesis==Pyruvate metabolism==Metabolic pathways==Biosynthesis of secondary metabolites==2-Oxocarboxylic acid metabolism==Biosynthesis of amino acids" "PF00682.18" "HMGL-like" "-" "NULL" "NULL" "NULL" "NULL" "COG0119" "LeuA" "Isopropylmalate/homocitrate/citramalate synthases" "Amino acid transport and metabolism" "KOG2367" "KOG2367" "Alpha-isopropylmalate synthase/homocitrate synthase" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2579" "gene-VARPA_RS13405" 311.023549505518 -0.424637249682489 0.115475153165689 -3.67730406101475 0.000235712008441872 0.0240665955737939 "NC_014931.1" "rutE" "K09019" "3-hydroxypropanoate dehydrogenase" "NULL" "NULL" "ko00240==ko01100" "Pyrimidine metabolism==Metabolic pathways" "PF00881.23" "Nitroreductase" "-" "NULL" "NULL" "NULL" "NULL" "COG0778" "NfnB" "Nitroreductase" "Energy production and conversion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2615" "gene-VARPA_RS13585" 3819.86703859763 -0.388496000135853 0.104636000331835 -3.71283304889145 0.000204952091876762 0.0228635444715854 "NC_014931.1" "rlmH" "K00783" "23S rRNA (pseudouridine1915-N3)-methyltransferase" "NULL" "NULL" "NULL" "NULL" "PF02590.16" "SPOUT_MTase" "-" "NULL" "NULL" "NULL" "NULL" "COG1576" "COG1576" "Uncharacterized conserved protein" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2651" "gene-VARPA_RS13805" 17011.6899310256 -0.647552340802284 0.170938573517709 -3.7882165942797 0.00015173254489343 0.01987036631387 "NC_014931.1" "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2708" "gene-VARPA_RS14120" 2774.21292357274 0.380467714397071 0.107865182268271 3.52725231994519 0.000419896408112936 0.0332823152956885 "NC_014931.1" "lptG" "K11720" "lipopolysaccharide export system permease protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF03739.13" "YjgP_YjgQ" "-" "NULL" "NULL" "NULL" "NULL" "COG0795" "COG0795" "Predicted permeases" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2773" "gene-VARPA_RS14455" 479.883871784488 -0.445501948514286 0.121038317438748 -3.68066871666267 0.000232623077557622 0.0240665955737939 "NC_014931.1" "vgrG" "K11904" "type VI secretion system secreted protein VgrG" "NULL" "NULL" "ko03070" "Bacterial secretion system" "PF05954.10" "Phage_GPD" "-" "NULL" "NULL" "NULL" "NULL" "COG3501" "VgrG" "Uncharacterized protein conserved in bacteria" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2804" "gene-VARPA_RS14615" 661.159175613335 -0.426269096621165 0.127822058433593 -3.33486333927743 0.000853413290228216 0.0435674716977523 "NC_014931.1" "NULL" "NULL" "Pirin domain protein" "NULL" "NULL" "NULL" "NULL" "PF02678.15" "Pirin" "-" "NULL" "NULL" "NULL" "NULL" "COG1741" "COG1741" "Pirin-related protein" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3102" "gene-VARPA_RS16145" 3643.93173151881 0.446042785679808 0.121752426557641 3.66352275918409 0.000248770100899711 0.0249765181303309 "NC_014931.1" "acpP" "K02078" "acyl carrier protein" "M00848" "Aurachin biosynthesis, anthranilate => aurachin A" "ko00998==ko01100==ko01110" "Biosynthesis of various secondary metabolites - part 2==Metabolic pathways==Biosynthesis of secondary metabolites" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3143" "gene-VARPA_RS16355" 2136.84090826518 0.571710212530052 0.174021680576803 3.28528152719299 0.00101880518411541 0.0490982594328897 "NC_014931.1" "K09005" "K09005" "uncharacterized protein" "NULL" "NULL" "NULL" "NULL" "PF02643.14" "DUF192" "-" "NULL" "NULL" "NULL" "NULL" "COG1430" "COG1430" "Uncharacterized conserved protein" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3168" "gene-VARPA_RS16485" 1595.68691704389 0.802411898955891 0.220226906130118 3.64356886747434 0.000268883665936851 0.0257104000571999 "NC_014931.1" "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF13664.5" "DUF4149" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3169" "gene-VARPA_RS16490" 1639.15490307833 0.844236021600448 0.195621611397076 4.31565825253737 1.59128002819918e-05 0.0159764514831197 "NC_014931.1" "greA" "K03624" "transcription elongation factor GreA" "NULL" "NULL" "NULL" "NULL" "PF01272.18" "GreA_GreB" "-" "NULL" "NULL" "NULL" "NULL" "COG0782" "COG0782" "Uncharacterized conserved protein, YhbC family" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3172" "gene-VARPA_RS16505" 4958.41278965318 0.629806792201456 0.173297757080658 3.63424664468291 0.000278794064058334 0.0262414912794907 "NC_014931.1" "carA, CPA1" "K01956" "carbamoyl-phosphate synthase small subunit" "M00051" "Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP" "ko00240==ko00250==ko01100" "Pyrimidine metabolism==Alanine, aspartate and glutamate metabolism==Metabolic pathways" "PF00988.21" "CPSase_sm_chain" "-" "NULL" "NULL" "NULL" "NULL" "COG0505" "CarA" "Carbamoylphosphate synthase small subunit" "Amino acid transport and metabolism / Nucleotide transport and metabolism" "KOG0370" "KOG0370" "Multifunctional pyrimidine synthesis protein CAD (includes carbamoyl-phophate synthetase, aspartate transcarbamylase, and glutamine amidotransferase)" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3283" "gene-VARPA_RS17095" 10451.8429267131 0.794942650884895 0.212186274811935 3.74643765997338 0.000179363550927269 0.0207785775151128 "NC_014931.1" "tig" "K03545" "trigger factor" "NULL" "NULL" "NULL" "NULL" "PF00254.27" "FKBP_C" "-" "NULL" "NULL" "NULL" "NULL" "COG0544" "Tig" "FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)" "Posttranslational modification, protein turnover, chaperones" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3337" "gene-VARPA_RS17375" 38.4480358480839 -1.31990290586713 0.3440529618626 -3.8363364137939 0.000124883313262787 0.0185645340032165 "NC_014931.1" "livG" "K01995" "branched-chain amino acid transport system ATP-binding protein" "NULL" "NULL" "ko02010==ko02024" "ABC transporters==Quorum sensing" "PF00005.26" "ABC_tran" "-" "NULL" "NULL" "NULL" "NULL" "COG0411" "LivG" "ABC-type branched-chain amino acid transport systems, ATPase component" "Amino acid transport and metabolism" "KOG0059" "KOG0059" "Lipid exporter ABCA1 and related proteins, ABC superfamily" "Lipid transport and metabolism, General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3363" "gene-VARPA_RS17515" 2662.43135418445 0.367783292931755 0.104578409740061 3.51681856557116 0.000436752211133057 0.0337307092290453 "NC_014931.1" "NULL" "NULL" "Tetratricopeptide TPR_1 repeat-containing protein" "NULL" "NULL" "NULL" "NULL" "PF00515.27" "TPR_1" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "KOG4626" "KOG4626" "O-linked N-acetylglucosamine transferase OGT" "Carbohydrate transport and metabolism, Posttranslational modification, protein turnover, chaperones, Signal transduction mechanisms" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3364" "gene-VARPA_RS17520" 3562.21630033781 0.888681604783781 0.220718788922658 4.02630699960565 5.66597041882423e-05 0.0184131703416775 "NC_014931.1" "PPIA" "K03767" "peptidyl-prolyl cis-trans isomerase A (cyclophilin A)" "NULL" "NULL" "ko01503==ko04217" "Cationic antimicrobial peptide (CAMP) resistance==Necroptosis" "PF00160.20" "Pro_isomerase" "-" "NULL" "NULL" "NULL" "NULL" "COG0652" "PpiB" "Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family" "Posttranslational modification, protein turnover, chaperones" "KOG0883" "KOG0883" "Cyclophilin type, U box-containing peptidyl-prolyl cis-trans isomerase" "Posttranslational modification, protein turnover, chaperones" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3566" "gene-VARPA_RS18565" 16683.1332601484 1.70145689373605 0.436198918445794 3.90064445780483 9.5936959421806e-05 0.0184131703416775 "NC_014931.1" "ACSS3, prpE" "K01908" "propionyl-CoA synthetase" "NULL" "NULL" "ko00640==ko01100" "Propanoate metabolism==Metabolic pathways" "PF16177.4" "ACAS_N" "-" "NULL" "NULL" "NULL" "NULL" "COG0365" "Acs" "Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases" "Lipid metabolism" "KOG1175" "KOG1175" "Acyl-CoA synthetase" "Lipid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3602" "gene-VARPA_RS18750" 1403.81650741406 1.69658349419631 0.411097472486634 4.12696162769883 3.67587701160493e-05 0.0180956764615816 "NC_014931.1" "lrp" "K03719" "Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein" "NULL" "NULL" "NULL" "NULL" "PF13412.5" "HTH_24" "-" "NULL" "NULL" "NULL" "NULL" "COG1522" "Lrp" "Transcriptional regulators" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3603" "gene-VARPA_RS18755" 6152.10384701016 2.01399810337132 0.536339830166245 3.75507838518548 0.000173287237159805 0.0205246017908211 "NC_014931.1" "GLO1, gloA" "K01759" "lactoylglutathione lyase" "NULL" "NULL" "ko00620==ko01100" "Pyruvate metabolism==Metabolic pathways" "PF13669.5" "Glyoxalase_4" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3604" "gene-VARPA_RS18760" 13364.4106987284 2.06112441901216 0.553132319150494 3.72627732579007 0.00019432859008175 0.0220874608802352 "NC_014931.1" "bioB" "K01012" "biotin synthase" "M00123==M00573==M00577" "Biotin biosynthesis, pimeloyl-ACP/CoA => biotin==Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin==Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin" "ko00780==ko01100" "Biotin metabolism==Metabolic pathways" "PF06968.12" "BATS" "-" "NULL" "NULL" "NULL" "NULL" "COG0502" "BioB" "Biotin synthase and related enzymes" "Coenzyme metabolism" "KOG2900" "KOG2900" "Biotin synthase" "Coenzyme transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3605" "gene-VARPA_RS18765" 26154.5232619852 2.310373235539 0.596112148711311 3.87573586704049 0.000106302949329421 0.0184131703416775 "NC_014931.1" "PCCA, pccA" "K01965" "propionyl-CoA carboxylase alpha chain" "M00373==M00741" "Ethylmalonyl pathway==Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA" "ko00280==ko00630==ko00640==ko01100==ko01110==ko01120==ko01200" "Valine, leucine and isoleucine degradation==Glyoxylate and dicarboxylate metabolism==Propanoate metabolism==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments==Carbon metabolism" "PF15632.5" "ATPgrasp_Ter" "-" "NULL" "NULL" "NULL" "NULL" "COG4770" "COG4770" "Acetyl/propionyl-CoA carboxylase, alpha subunit" "Lipid metabolism" "KOG0238" "KOG0238" "3-Methylcrotonyl-CoA carboxylase, biotin-containing subunit/Propionyl-CoA carboxylase, alpha chain/Acetyl-CoA carboxylase, biotin carboxylase subunit" "Lipid transport and metabolism, Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3606" "gene-VARPA_RS18770" 21283.0966233685 2.3579518400664 0.589318462149774 4.00115046704091 6.30352566577287e-05 0.0184131703416775 "NC_014931.1" "PCCB, pccB" "K01966" "propionyl-CoA carboxylase beta chain" "M00373==M00741" "Ethylmalonyl pathway==Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA" "ko00280==ko00630==ko00640==ko01100==ko01110==ko01120==ko01200" "Valine, leucine and isoleucine degradation==Glyoxylate and dicarboxylate metabolism==Propanoate metabolism==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments==Carbon metabolism" "PF01039.21" "Carboxyl_trans" "-" "NULL" "NULL" "NULL" "NULL" "COG4799" "COG4799" "Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)" "Lipid metabolism" "KOG0540" "KOG0540" "3-Methylcrotonyl-CoA carboxylase, non-biotin containing subunit/Acetyl-CoA carboxylase carboxyl transferase, subunit beta" "Amino acid transport and metabolism, Lipid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3607" "gene-VARPA_RS18780" 4055.27624029608 1.87437957044446 0.517106069691506 3.62474873203998 0.000289242528245258 0.0268061075407605 "NC_014931.1" "NULL" "NULL" "GCN5-related N-acetyltransferase" "NULL" "NULL" "NULL" "NULL" "PF13673.6" "Acetyltransf_10" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
